"","y","mean","fD","H","ac3","ac8","ac15","Delta","Theta","Alpha","Beta","Gamma","variance"
"2887",2,152.38202247191,1.15200309344505,0.925997795537696,0.820039992122455,0.621334941241144,0.441506780544833,80.4582030372101,4642.5741003713,40753.9802973146,47367.1672337546,220376.956467021,121837.073573288
"2888",5,-2.25842696629213,1.54748779530249,0.737443337449139,0.384013336316259,0.102465017330981,-0.0916055312963549,11.09170187403,129.351267564087,1491.49377000495,2488.27185100012,1606.69131109197,646.622103726274
"2889",3,-36.2359550561798,1.16992500144231,0.875217817147398,0.932285618349465,0.706270409352623,0.322147145831529,3.00844570638363,26.6495150850743,115.182269904604,1589.33173983659,8758.91793522236,2603.32254173808
"2890",4,26.5505617977528,1.71620703399941,0.728059402108191,0.330368841946357,-0.329013512563503,0.29147338070605,132.007557165972,680.427982613429,5565.5779233358,26685.5789194099,5713.5135664086,4326.76861550181
"2891",4,1.63483146067416,1.66296501272243,0.577900859780507,0.202672239694163,-0.247972719421743,-0.121081166071347,49.9429437961867,982.3918314818,39469.7116453661,31412.3926576692,7698.62833037978,6845.36307370025
"2892",2,-29.6573033707865,1.15754127698648,0.904033297733653,0.936738416651248,0.742124836521237,0.511726429859446,2.94954132589995,77.0025090853437,435.044894712397,3390.56372404851,9810.71728523436,5755.55986161366
"2893",3,-9.19662921348315,1.48542682717024,0.919439444560239,0.895247934180632,0.566518789927007,0.0898968149488057,5.85811162098751,59.3816200823325,190.53483561289,1567.51707119652,10719.8562575604,1657.10801117248
"2894",3,-9.3876404494382,1.12553088208386,0.898441973231068,0.904171023612676,0.653768788928998,0.216885754043298,4.29836962340901,84.4955649063836,652.570524756479,1817.78437487364,9635.97157052747,3203.71894242367
"2895",3,-26.0168539325843,1.44745897697122,0.940795149215292,0.85101707798739,0.499771550027758,0.0710828200683596,6.09786535214798,24.500362372164,268.863055909867,886.387264297933,10661.3632291462,925.677680441821
"2896",5,72.0112359550562,1.65711228647699,0.930689551820691,0.590278798027036,0.160293506092202,0.196482445769179,20.6438386763289,382.696976750329,1193.78558060997,6780.87921226109,5771.98551460399,1659.05072049768
"2897",5,-54.2247191011236,1.39854937649027,0.881043457542802,0.671431456382293,0.248743339579803,0.255654119681464,16.2801788042111,253.516952752662,1646.52388903647,5351.69772618426,11085.9375264565,1944.76277534438
"2898",1,5.42696629213483,1.40209844357135,0.700995786393267,0.70132349145874,0.111622291011031,-0.232031108910824,27.6808494615149,3236.4207425108,90305.2920109427,329268.387190938,834881.376468479,98617.8957658859
"2899",2,-4.85955056179775,1.4594316186373,0.853232537457676,0.694537302689157,0.0715283119033691,-0.352284942249644,3.57897535192184,26.485249824692,108.89228531055,487.716675638629,2483.87207963017,198.053608836412
"2900",2,-26.8370786516854,1.66296501272243,0.794302147975849,0.766160795687053,0.108721640112578,-0.252041056952459,3.73248034973982,19.3453096663676,94.0410319776104,1038.92533264563,4838.71796720012,429.075001586999
"2901",2,-92.4662921348315,1.32192809488736,0.816849995968975,0.830272077123139,0.442953234196942,-0.0192791027708708,21.4253171154437,198.966928319655,2222.25177394269,8689.93481453906,19540.9311678038,4967.76439408367
"2902",2,7.74719101123596,1.32192809488736,1.02539469276209,0.940256840210407,0.758671807638982,0.567282364214776,2.77500231118144,13.5748538350142,163.086041862651,1150.85065510497,1061.8597575647,1452.92442709325
"2903",3,58.2977528089888,1.32192809488736,1.01571766517418,0.93544540634086,0.823779766145933,0.678678302843767,110.073646466561,688.103601725505,1534.8474970422,4842.9996821185,25918.4501629804,16722.3571700628
"2904",3,-47.5730337078652,1.29545588352617,0.908489486227116,0.857765878894138,0.456075626776135,0.123745419324278,6.65633645887493,41.728262322847,394.922851508327,4422.60861986006,14636.1787623009,2277.69237605535
"2905",2,55.0056179775281,1.05889368905357,0.945353080569483,0.891261767646084,0.678154810886257,0.407073572020766,16.2919003369403,325.627258978918,1217.77890647936,5376.73922972533,16316.1441217448,6210.76268012442
"2906",4,-48.061797752809,1.4594316186373,0.780763167432132,0.504588278735683,-0.0485059365968928,-0.0891744127442677,36.9085550044434,381.019335897974,8283.87084904659,10317.5293031911,41092.0245376921,4267.25604646734
"2907",2,-48.1404494382022,1.47804729680464,0.89342894627323,0.79637911439833,0.375900336900797,0.254551948046709,2.74850145953583,25.464303575513,240.744269074991,1215.16639131134,4222.49947911052,565.737224655621
"2908",3,-7.81460674157303,1.26303440583379,1.01441120595521,0.923219436522519,0.707818000600221,0.587088473931641,5.44367565273079,52.9165473198872,364.521096057443,3486.8878409384,3606.15060329099,3125.53040690662
"2909",5,72.6573033707865,1.58496250072116,0.700589213569717,0.334790309248719,-0.17194454273485,0.0504896865160419,29.4994912580195,376.793120215939,952.708829689081,3950.50446008192,6530.73492335656,843.921443534565
"2910",4,-72.2022471910112,1.44057259138598,0.505583876714787,0.231537405693559,-0.24747550801643,0.0156483525416028,7.00906241015129,231.576452489107,1598.47800360404,2878.49762597293,1359.10514568099,715.111407350981
"2911",5,-12.752808988764,1.45066140900957,0.939628979664711,0.562790363908837,0.183509554222745,0.119005026900606,26.5485531161746,395.931824969145,2597.58686653883,3833.73011759379,10864.6291781194,1650.72951183901
"2912",5,-6.25842696629214,1.58496250072116,0.669365305031877,0.165427640558247,0.057370815936959,0.128995468576227,7.48732087062574,852.971310038462,2425.80082463578,3129.87492418625,2269.69806185469,1032.65600203136
"2913",2,-2.78651685393258,1.58496250072116,0.900136948940269,0.878278005636615,0.572967758219402,0.183846668561766,8.24005523105731,51.0714188652133,547.7376895772,1685.70582679858,11253.2609399589,1490.01066463531
"2914",3,-10.9157303370787,1.24792751344359,0.994370899775875,0.975345032617283,0.9142649920329,0.770225060808244,4.38408915830565,64.9402009691652,641.174666721992,938.760969026614,9353.69283354502,8994.59737827715
"2915",5,0.0168539325842697,1.66296501272243,0.896051856625132,0.590731884659074,0.159921795043597,0.355988614221984,8.83860732003426,74.0904394435674,847.600440880857,2613.14899965244,1085.59816036127,688.412143718657
"2916",3,-10.685393258427,1.47393118833241,0.914658452708579,0.806219710185421,0.472486933729292,0.358810696640046,31.6896997586358,481.66175354566,2323.66577780206,9706.31512062791,16303.997499724,5810.84961594617
"2917",1,-12.8426966292135,1.32192809488736,0.98879172687218,0.791443966548224,0.635868240667822,0.468537988490392,21.2240259049625,7429.69771991275,43999.0361196862,100026.249224739,59196.8112689264,76203.0711610487
"2918",3,-42.9044943820225,1.36923380966572,0.921236242823055,0.917172134189713,0.600832773258508,0.336037764795215,2.53367493719067,18.2520223386812,81.4509465362112,3225.80977452849,14716.5192803077,2745.98517742652
"2919",1,-24.7921348314607,1.32192809488736,0.66696559071783,0.477588886656331,-0.3179825539337,0.117389439114455,149.494971352485,40106.8290433093,255835.537064493,1324138.73979912,728842.204695568,213399.261632705
"2920",3,11.2808988764045,1.28950661719498,0.957869164103559,0.95715773642914,0.779521142043025,0.424491054406846,1.73432071909663,11.8220899668708,183.289456777896,1013.62325851973,3177.18838786317,3307.58166698407
"2921",3,-30.0112359550562,1.54432051622381,0.748188596501047,0.618961866542516,-0.00163069982403416,-0.119334342457068,65.711648406957,483.640374164487,1907.97846949889,11668.0541600281,23842.2882417752,2929.24281089316
"2922",2,-9.80898876404494,1.49476469174958,0.82781056728378,0.886020634873891,0.545911053097255,-0.0498711648127604,2.82837494429771,44.8073739423816,537.324603603036,1060.30839962182,25398.4874874623,2081.37573795468
"2923",3,-74.6797752808989,1.50901364748786,0.793045843180132,0.844844955225374,0.38439358856722,-0.096900720415556,2.52884727872121,18.9022656020214,42.2923863759948,633.079030389361,2692.61896217873,318.286707293849
"2924",4,-9.98876404494382,1.49476469174958,0.95378218112736,0.748404936406497,0.340894555444655,0.659816657886424,10.5668607527082,269.06485095648,2916.7069588603,17322.8839096231,8276.93994419412,5750.9377261474
"2925",4,-17.8370786516854,1.58496250072116,0.728893124908769,0.26278972079973,-0.126846512787624,-0.069622094947463,71.3035516060226,848.947632192018,16227.9255638474,14348.3492061012,6208.71518269102,3746.32923887513
"2926",2,-20.0786516853933,1.22239242133645,0.766506988682578,0.907714967883961,0.472118861547351,-0.0858569674541638,2.75460250636082,28.5644792262325,284.634839762886,3108.36648630482,29608.8729625215,4363.92598235257
"2927",3,-4.14606741573034,1.50250034052918,0.817626111842395,0.879662557022681,0.412630642325929,-0.173592097010249,2.46834230335191,15.1570336093184,55.9919219288627,1003.51821951194,13858.6923540702,1322.69040817622
"2928",2,-11.9494382022472,1.70043971814109,0.765534203075387,0.67036325324562,-0.0656970535139908,0.0573165919161142,23.1774323490833,182.191329218619,1843.80296808679,9417.16771776072,11636.2417805263,2590.55675109503
"2929",2,-1.35955056179775,1.22239242133645,0.801712334526078,0.785271013545269,0.304501073749631,-0.148711992892063,15.7650510072298,89.3281294355218,1112.05716813962,2835.17511188175,10772.8216474834,1669.63270488161
"2930",4,68.7247191011236,1.71049338280501,0.910915989835863,0.707333816248743,0.290713417857899,0.380915262463297,7.71849458482614,279.257374514262,1592.74349008182,6155.31940224046,6290.64013883367,2132.49441376246
"2931",5,-8.20224719101124,1.61890983264449,0.821039364142233,0.391416138285936,0.191280390108151,0.339398416505368,70.3102859802905,1014.69379146879,4366.33308375268,6853.56887752733,6336.78729256636,2214.10575763347
"2932",5,50.0112359550562,1.58496250072116,0.774304411073675,0.181169313035853,0.2070619016329,0.104455195859054,57.8016915809581,1421.74223530201,4129.5903391419,5790.3443884881,3793.8974771972,1743.94337586491
"2933",2,-12.6629213483146,1.38702312310925,0.744988554798522,0.680621356079596,0.220895494736317,-0.169519431869573,5.91571941106814,54.586271655156,65.2942341114303,421.489762347964,2272.07230045124,245.41115977909
"2934",2,-59.8595505617978,1.26303440583379,1.02689573545165,0.925534553536489,0.745035441037928,0.662056316092179,4.93628838767437,99.2698540070054,373.465008894449,4786.20778378825,4180.7633716518,4364.55078397765
"2935",1,-7.00561797752809,1.28950661719498,0.815186595384075,0.585088826519491,0.289018361946538,0.177931823851826,16.1002016728422,5833.45030697142,46963.9550424349,77356.9057348826,151138.032928405,28786.7852789945
"2936",3,-10.7921348314607,1.48542682717024,0.749209531302154,0.816554266515322,0.316506889859682,-0.1130557167753,3.60169184857822,45.2065347271185,640.819045460877,4487.20788470891,26633.6779891369,2258.4706722529
"2937",4,-74.2191011235955,1.72582503656101,0.662842935765692,0.240755163583318,-0.0858296886239397,0.0203625829592577,54.2569839936752,556.503933555011,8811.73133055961,9782.95005195575,3787.65386947851,2170.60144099537
"2938",5,-17.7022471910112,1.61890983264449,0.542367289754655,0.147674064513479,-0.370376086052035,0.336093540017631,12.8460851086188,1016.97164904622,4055.06088183544,13373.4340882223,4523.3374349787,2096.07468418714
"2939",5,6.03932584269663,1.50901364748786,0.814562221666816,0.524155107761111,0.121668865426851,-0.0753100792554172,21.1064379921334,496.00354771597,2036.20258423204,4569.65080633776,18201.1280523014,2088.70465942995
"2940",4,14,1.41503749927884,0.668140970688643,0.390398773518756,-0.324089095523932,0.35010517589772,6.52150172523617,734.021672631023,3153.26951723956,16155.6156208063,10100.9632237816,3253.98870056497
"2941",5,-47.0449438202247,1.68449817427207,0.73871401883813,0.43802134370129,-0.0302309265433795,-0.194782636757751,11.8411493246687,283.973973116965,4777.28045088602,5463.68148248644,16708.8811365191,1799.20700818892
"2942",2,-65.8483146067416,1.29545588352617,0.725685502693764,0.864037878941518,0.358851596267321,-0.311489626309428,5.33908680292206,96.7941627644006,424.013909153753,5385.35782742806,34818.452091001,3487.88081635244
"2943",5,16.2977528089888,1.47804729680464,0.842731519366857,0.601922465696983,0.0849232255880613,0.121479726344195,6.00667564334608,127.302596257643,842.956550455267,2618.38505874026,4558.02716920747,674.639655938551
"2944",1,73.9719101123596,1.50901364748786,0.799491559603613,0.532685334091601,0.316557474163213,-0.237010083714985,4534.48848130107,100644.648458831,1356216.01316188,654899.733189076,4491568.92266405,499518.027455088
"2945",1,70.814606741573,1.48542682717024,0.715186412942835,0.680917641156734,0.273145941270838,-0.091542209354891,445.962025941446,7081.19735889268,215486.06293957,319524.166254216,685894.212303315,166252.75074589
"2946",4,-2.57865168539326,1.73696559416621,0.566939086755214,0.262743001327332,-0.604533690863348,0.558482748893916,5.97812036793655,729.646726684111,3216.73470704339,23962.54647961,6386.26949192168,3221.77061512093
"2947",3,-1.41573033707865,1.38702312310925,0.861674274508182,0.651267799081179,0.263943161184129,0.19103888202607,28.6683426524694,412.145201114176,4056.4763482025,10681.733041621,14031.3191778054,3736.3572652828
"2948",1,-16.3932584269663,1.47804729680464,0.524937759652731,0.134984795271037,-0.160702975635026,-0.303612769632118,714.142101652516,33654.0299811004,1781466.16452193,1566138.45735502,1123980.31855754,348839.708880848
"2949",4,-8.0561797752809,1.66296501272243,0.626695724836256,0.271620251980805,-0.403080526883909,0.180084384468324,36.352146083128,318.446655478641,6298.15808379198,13661.6578941708,4765.6787905559,2793.61264521044
"2950",2,-3.02808988764045,1.75002174699165,0.624620719873386,0.741452548993859,-0.294794933817065,-0.232256245085736,17.3342027291572,122.029315893142,724.911522937963,26787.4365450274,17716.341466668,5256.90881102012
"2951",1,-7.03932584269663,1.44057259138598,0.518298363779593,0.669292505670846,-0.287875334972993,-0.669634482917348,18.0167799434454,2355.19282008698,22775.7738210272,412679.039487605,651448.21273487,63114.7837554751
"2952",3,35.7977528089888,1.8073549220576,0.889019790011687,0.709199956961266,0.268477308461591,0.152120184518031,81.1863853369738,587.995642535731,6586.08378294693,18258.0110652514,31707.1326303204,7153.25830000635
"2953",1,-77.0056179775281,1.49185309632967,0.513986119248722,0.686342317101796,-0.24171546512927,-0.715157315294092,10.0273773038746,768.397933605058,16316.6330449181,114945.556953001,833085.307269495,41409.5197422713
"2954",4,-25.1067415730337,1.62148837674627,0.800603909831973,0.502521748934067,-0.216938157514118,0.329414760423576,6.74313969291382,297.535655877823,2772.43147794167,13202.8692808985,1463.29748956044,2340.52526502888
"2955",4,-53.7865168539326,1.61890983264449,0.605456332341279,0.394336835062063,-0.707784492782434,0.815051892212139,10.0745029681953,1451.51262993138,3922.8186496238,130115.102368403,2573.83000614856,13844.5869358217
"2956",2,-81.8707865168539,1.34395440121736,0.727005411011205,0.758952283778866,0.0917587638509476,-0.366398410483081,6.59784663731014,105.923655144516,766.351259371895,7817.39571702298,37200.1606289919,2661.60467847394
"2957",1,-5.85955056179775,1.4594316186373,0.764630608161811,0.749920595758992,0.117439640615672,-0.355972086878132,5.90036999118804,554.733028656244,8167.1538368033,42465.6362277521,101814.712736592,11654.8558687234
"2958",1,58.6797752808989,1.55019708256048,0.564298688293921,0.63865475561042,-0.149059685502826,-0.435064352090438,362.825802777686,12730.1185237034,264982.099492622,1913064.38540808,4825560.85343311,420664.354503904
"2959",5,7.78089887640449,1.65207669657969,0.644311653127942,0.0784873929652054,-0.125037426421671,0.0364471637721952,58.1281780789684,977.891560645797,3734.67473181493,4569.4641743516,4571.93720043547,1155.82177997842
"2960",3,-35.9438202247191,1.24100809950379,0.967671348539933,0.87321988270247,0.635093940681632,0.371790308084721,14.6064333276707,175.251538262178,688.853603454175,1647.33720810161,11641.896167871,3198.81038532343
"2961",2,-2.26404494382022,1.50250034052918,0.918189405169189,0.875092208770943,0.420910477693159,0.0440030808728123,7.28459785156557,9.72973440162421,99.1223994956872,1751.59192500933,6009.70908734435,846.432711229607
"2962",2,22.1123595505618,1.4594316186373,0.758836882727958,0.618413872353607,-0.203037846141275,-0.0345111908829451,10.5778631427444,197.684600075273,831.028726345317,8999.47535439667,5878.50704231669,1570.02120231067
"2963",2,-12.5168539325843,1.29956028185891,0.855774325779569,0.89297512613742,0.47574669024071,-0.106136257907885,3.53834930487487,12.5688011229054,144.562425486762,1518.84929536075,8500.69032225854,967.358471402273
"2964",2,27.2415730337079,1.44745897697122,0.981616240256883,0.762697422228718,0.50777893430481,0.34725071899848,2.37277474577143,23.4928148334131,449.054114347174,715.974972691038,958.14074362006,385.506284517235
"2965",2,-5.62359550561798,1.48542682717024,0.94305753157499,0.869237704285815,0.481295591505579,0.0968174297385773,3.4465803873229,15.3335175612129,86.0021889525024,558.316071256896,4957.37401309599,511.908366660319
"2966",3,-8.13483146067416,1.18442457113743,0.836573171148625,0.837962898018048,0.45201383668672,-0.08022734903374,6.02168710115274,35.2750527636538,312.548901970046,1123.1601129851,16028.7754113317,1425.46194375674
"2967",1,-6.80898876404494,1.36923380966572,0.785178087779139,0.740105116621082,0.188929465783077,-0.205559343560177,42.2517807200868,7985.93204444062,45063.8179225929,267016.293565257,1050072.7896442,81394.1666984067
"2968",5,-65.314606741573,1.66985139830767,0.751292497205116,0.462426957496425,-0.0311741218448862,-0.0397956500352295,16.011775840576,539.612811640486,5026.80096985478,9238.41952284646,9891.39599699224,2323.39198882752
"2969",2,-30.6292134831461,1.34792330342031,0.95571895656949,0.895805003432708,0.689251813147943,0.463071999337892,2.54698974769846,20.9068384582842,146.177070312443,506.82342857097,584.261145070664,627.974734971117
"2970",3,-5.17415730337079,1.58496250072116,0.831410616223162,0.821530107402936,0.25107919380016,-0.213760052471236,3.65643783239218,32.9894438065373,263.377906291008,3488.44804824282,2128.37323308596,1219.67006284517
"2971",3,-10.6460674157303,1.38702312310925,0.681358854307241,0.865255764159204,0.372009788360787,-0.483374250926761,9.09068402198056,61.5592681131376,426.536679409542,2304.22741275196,32035.2728742536,2208.20735732876
"2972",4,-10.685393258427,1.50901364748786,0.798403660258919,0.377412565027154,-0.0687292041057315,0.0363483387983379,135.362542178622,389.555082096012,8416.26285555015,11038.1483457097,13333.6559349358,2627.99085888402
"2973",4,10.5730337078652,1.62148837674627,0.755009221611167,0.377217633300771,-0.0306500233945085,-0.0218236504528123,44.9079355381135,990.506469279922,7674.7322672177,11527.4687067573,10217.7252309836,2739.96356249603
"2974",2,-1.74719101123595,1.24792751344359,0.937738308776078,0.932365779941015,0.734995985120104,0.537715248940754,3.1409474907004,165.929519268985,4171.23079626512,23145.5701466184,74813.4970265309,28784.1447660763
"2975",1,-40.3988764044944,1.55458885167764,0.611363693654081,0.570700221471211,-0.252476055344804,-0.287492460666208,94.1498039815567,11972.9862166705,359632.20976028,1182559.80241116,3473633.35329223,250756.105535454
"2976",1,-24.9719101123596,1.53605290024021,0.721399837826812,0.533757478443903,-0.0856786399307179,-0.113739811820782,13.3162273633322,1481.2350452864,19849.7780794028,35994.6555752174,102304.518122898,14474.9088110201
"2977",2,-38.5168539325843,1,0.981709004612497,0.876073954838388,0.650212611803039,0.494343295446762,3.68809248707259,174.828842608378,2095.161848881,8432.2412239515,10849.0368842442,5927.05338665651
"2978",4,-12.8932584269663,1.68449817427207,0.738438500569293,0.278220116681098,-0.178408608755739,0.349359478057424,6.53881539606379,403.774530038863,1695.86983314988,4719.2364506438,2600.9176798926,1066.12978480289
"2979",4,7.90449438202247,1.4594316186373,0.680944672882161,0.286280936827926,-0.0772834819473952,-0.177706677493562,58.0426663476459,342.849056137236,11725.3357606382,9949.13872092773,11983.9173581555,2731.11512092935
"2980",1,-26.7640449438202,1.50250034052918,0.505442429905517,0.493776203512114,-0.321885057311156,-0.276641238177748,367.566263217883,6648.36114178927,135898.722291022,347237.208426017,1138453.26097695,84307.0513552974
"2981",4,-19.123595505618,1.62148837674627,0.765761119367316,0.517600342730424,-0.457406799594105,0.651569477965193,11.7728882406621,710.022257209882,6628.73887345162,132444.308752918,32488.7793713021,18428.9902875643
"2982",1,-21.5112359550562,1.46948528330122,0.767538651475564,0.765224494638303,0.118395840121985,-0.358664995340334,212.312028647073,5856.63518888244,48629.1645955842,257603.170139077,1010697.90094318,96789.9349012886
"2983",4,-54.1797752808989,1.4594316186373,0.776609392712778,0.440126747059878,0.0599883487503533,0.0265676296739969,38.3309750049106,328.792210329097,5751.7027973602,10208.8255154742,8496.10337627301,2517.73021011871
"2984",1,60.9606741573034,1.14684138832927,0.703145295631512,0.836307615581539,0.338800710824476,-0.191571963342995,9.8631492498338,4020.91678554409,42604.0697263356,218779.389900238,2082792.77920009,155769.122738526
"2985",4,-9.25280898876404,1.72582503656101,0.825509162703939,0.498043529666073,0.0986833251935037,0.11773773348466,7.18004231280674,159.094979886189,2371.90778438289,4069.08098410238,6312.41542819472,1182.39335364692
"2986",5,66.2022471910112,1.65711228647699,0.858086617962668,0.307173007264549,0.204150052158796,0.12312033949449,36.7803760729564,1196.61944511981,2999.16101348009,4644.27743856577,6769.73130225861,1751.518187012
"2987",5,11.1573033707865,1.53605290024021,0.909827445167185,0.583811864244519,0.197257107061383,0.486878084925886,15.0728649399735,317.633740016896,797.932702700652,3731.08223895458,4721.86524181392,1728.92426839332
"2988",2,-47.4438202247191,1.62803122261304,0.79068443991172,0.753559655811527,0.233455753184507,-0.0787219915522303,3.70997211383438,24.9895773601232,107.383601883951,619.526794701522,1633.16455608966,271.174792103091
"2989",5,8.10674157303371,1.46948528330122,0.780717951166602,0.438726215372339,0.112610069470639,-0.00806303824837184,6.55706601759807,247.09415502771,1669.92269453645,2668.28368687543,3224.16593853946,956.016790452612
"2990",1,37.2359550561798,1.24100809950379,0.893927287200435,0.338142235885115,0.267025436319898,0.351594978934555,224.145311871277,39009.286280712,96518.8878102886,136000.442692489,94063.501641364,50890.8140671618
"2991",2,-45.7303370786517,1.05889368905357,0.946281630191289,0.921511915190978,0.74887290012492,0.427707896749775,13.2739667848018,246.479599507089,290.39455062786,1512.38988899522,8855.01096249207,4433.11331175014
"2992",5,-20.0898876404494,1.41503749927884,0.750208019039924,0.465807242617927,-0.0804872807694604,0.194596679311429,20.874886682107,160.686835780876,1468.01024743431,4496.6236254283,5848.6271489225,1336.01447343363
"2993",3,-14.9606741573034,1.66985139830767,0.882533701749714,0.874965011225953,0.567987957292764,0.101681824619873,20.4494895048764,185.528977126273,1812.10111425579,4331.99995208406,49333.6374787459,6055.5634164921
"2994",1,-30.0337078651685,1.4594316186373,0.671683738346318,0.523590894966099,-0.362004607090364,-0.210910209774136,7.08703673664335,1258.03509526235,15970.182294496,78097.5538597611,124785.241314086,12802.4960325017
"2995",4,-45.3539325842697,1.72582503656101,0.609041710118588,0.475944618112594,-0.701321207459073,0.540217687504555,4.87411466714306,269.485150487619,2597.67842635958,64747.6306575623,3183.67444120663,6909.43899574684
"2996",1,-14.6685393258427,1.70043971814109,0.431416748006739,0.603543751091747,-0.421880304909645,-0.45360234044989,32.9861939140394,1659.09451091896,24004.0619156932,655362.747200058,827597.785016972,93356.9686091538
"2997",2,-3.21910112359551,1.24100809950379,0.838210932840554,0.851735775554506,0.447730666254511,0.0230211345987603,3.28884327930284,51.5992720230157,371.840228485644,2172.47814775234,17627.2902745419,2204.72573478068
"2998",2,8.74719101123596,1.22239242133645,0.985523145232714,0.90415311616433,0.604222711862302,0.291063694912783,3.79345233186527,34.5759024829443,134.282288022595,2237.61342424075,13769.4121755825,2269.27470957913
"2999",4,-12.9831460674157,1.69187770463767,0.794940049550559,0.586420218291423,-0.106630150336583,0.152663715664845,6.92156591923112,715.679955397376,3771.40885348499,27345.7623150965,27245.59602881,5522.06186123278
"3000",1,36.2921348314607,1.32192809488736,0.707825908931339,0.428547108553461,-0.0510032933552199,-0.0642698573215792,146.883602837721,24759.9393421778,276781.853317721,604848.627899059,656664.939549397,138222.479146829
"3001",3,-87.8820224719101,1.41503749927884,0.940100707144358,0.723466333001635,0.436173826224367,0.369795185390872,59.8384460507647,487.038648623192,6344.87495228446,11098.328063999,18286.0622007957,5535.84475972831
"3002",1,-17.0898876404494,1.72582503656101,0.617684558468524,0.722743215274161,-0.175643784925388,-0.53738022865604,5.91042085842254,554.761908787754,9673.53376871463,80723.6794591569,531967.606260517,33585.0201231511
"3003",1,11.4438202247191,1.50250034052918,0.706336596073358,0.757828578378381,0.140818936877098,-0.298284269417493,3.43741294848555,1228.44790478343,7431.62619862934,53205.1467938518,161152.954266701,16237.2651875833
"3004",1,-31.2696629213483,1.61890983264449,0.584483909412875,0.595934207370807,-0.360332713588335,-0.26313480476017,44.5098565786176,5205.52837246666,34399.8503969336,479703.851457818,1196171.48305169,104290.570938869
"3005",1,-9.57303370786517,1.45066140900957,0.523191632660757,0.350460623351355,-0.42737048365859,0.0402082573718389,283.538918038645,61393.3356604715,543065.133093063,1924386.31705061,1302063.77730763,343901.72627436
"3006",1,44.6573033707865,1.61667136044849,0.680072556334193,0.698439455208779,0.0919282689132432,-0.399779231735327,271.270841642469,10863.7932116728,118185.200765033,359294.747228186,1597350.00310029,128042.18133054
"3007",4,23.438202247191,1.75002174699165,0.688489732500016,0.135698801402806,-0.127424207196568,-0.0585930225464495,86.4495902423546,1461.75316051516,22894.6103471319,13759.9473485375,10495.2334549983,3832.63175268203
"3008",2,-43.7191011235955,1.22239242133645,0.88630362119559,0.860203270448456,0.414198365746417,0.0219776925076845,4.35443799577812,29.6501006379666,158.042755209388,2905.17803880165,12138.9984269295,1552.41782517616
"3009",4,18.2078651685393,1.5405683813627,0.658457943309367,0.359551880725729,-0.329573598157622,0.194969001725602,6.89151316466724,1171.18494051834,2964.11666047829,14944.8381358165,14875.7848840857,2908.40287564273
"3010",5,1.84269662921348,1.54432051622381,0.69772083093105,0.446614695604298,0.0128845513170381,0.0513061464889846,13.8226758734712,143.192988408509,640.460411118701,1417.96360827764,2790.68477973438,478.980765568463
"3011",2,-1.87640449438202,1.69187770463767,0.804166199137273,0.825352252999473,0.242000779548858,-0.317483688286668,3.20239040369705,13.9703881835155,148.399506318038,1222.8057276396,10874.9575521617,692.029835586872
"3012",3,-8.25280898876404,1.4594316186373,0.887509332793698,0.739511331230151,0.22424559846167,0.156710095500374,4.112131302017,39.9852214261474,782.897206918434,3316.02331576553,3361.70750461205,960.980924268393
"3013",2,24.4775280898876,1.41503749927884,0.77283529717656,0.807380278024787,0.24277623181887,-0.39085819635439,2.90766082935089,22.3413149266296,38.3411172934004,520.552959585397,5803.46727562355,343.527740747794
"3014",4,-19.752808988764,1.72582503656101,0.827225443074426,0.306817176591482,0.258581138621135,0.147447141995095,90.5166994688919,1006.513117408,7909.52908885275,5412.69540646143,6118.20139539195,2289.43007681077
"3015",3,-8.14044943820225,1.29956028185891,0.939954196573441,0.803636495326952,0.423054212541423,0.19035691657431,7.97823486278568,117.66474911617,934.539634724836,3271.57386372402,17807.1051602468,2312.90106646353
"3016",2,-1.85955056179775,1.43295940727611,0.847597491360896,0.848933351556101,0.354640189251187,0.249053504807772,6.44284095486416,29.9259085867894,89.1435156306941,2511.82716494295,3189.24634307256,1106.79937154828
"3017",1,-60.8539325842697,1.54748779530249,0.696825410734591,0.803427951707056,0.175074538796637,-0.345340127414123,10.568886130984,660.290018081434,1397.99647580133,38230.2271106993,156902.546459652,14068.8034025265
"3018",1,32.0393258426966,1.34103691783507,0.844500569128314,0.457876677125935,0.222178580022861,-0.112089362153709,613.292928331991,12932.2460620723,1569019.08795135,803928.314264793,607648.0625401,313114.343077509
"3019",2,-7.43820224719101,1.40209844357135,0.835847676312471,0.733048962807819,0.0137852808476294,-0.0337905994171846,28.541810979318,268.121969948561,786.582740616039,18411.2172647789,20430.6174928912,3693.88598997016
"3020",5,-15.7134831460674,1.63226821549951,0.913967621123664,0.74686852265592,0.431220648832333,0.354094091851645,5.9033166369902,89.3017793867397,722.52419091606,2559.47787732299,1244.40428550977,990.510664635308
"3021",1,-48.1179775280899,1.58496250072116,0.504371994594209,0.583394879339763,-0.376409983453312,-0.522382853869191,117.22988267449,4217.28585376121,26854.0820640608,332301.883515753,130098.715613995,41861.4718783724
"3022",4,-46.4157303370786,1.69187770463767,0.410687860382995,0.359221575463378,-0.787103292984576,0.69051574178685,8.15597621503273,578.200020191062,8339.08043717222,116083.372448938,8348.52622277319,12031.8826890116
